England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Hindu,Female,55,Aged 55 years,Mixed or Multiple ethnic groups,34
England and Wales,Hindu,Female,55,Aged 55 years,White,42
England and Wales,Hindu,Female,55,Aged 55 years,Other ethnic group,276
England and Wales,Hindu,Female,56,Aged 56 years,Does not apply,0
England and Wales,Hindu,Female,56,Aged 56 years,"Asian, Asian British or Asian Welsh",4692
England and Wales,Hindu,Female,56,Aged 56 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Female,56,Aged 56 years,Mixed or Multiple ethnic groups,24
England and Wales,Hindu,Female,56,Aged 56 years,White,61
England and Wales,Hindu,Female,56,Aged 56 years,Other ethnic group,271
England and Wales,Hindu,Female,57,Aged 57 years,Does not apply,0
England and Wales,Hindu,Female,57,Aged 57 years,"Asian, Asian British or Asian Welsh",4694
England and Wales,Hindu,Female,57,Aged 57 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Female,57,Aged 57 years,Mixed or Multiple ethnic groups,16
England and Wales,Hindu,Female,57,Aged 57 years,White,46
England and Wales,Hindu,Female,57,Aged 57 years,Other ethnic group,268
England and Wales,Hindu,Female,58,Aged 58 years,Does not apply,0
England and Wales,Hindu,Female,58,Aged 58 years,"Asian, Asian British or Asian Welsh",4740
England and Wales,Hindu,Female,58,Aged 58 years,"Black, Black British, Black Welsh, Caribbean or African",18
England and Wales,Hindu,Female,58,Aged 58 years,Mixed or Multiple ethnic groups,22
England and Wales,Hindu,Female,58,Aged 58 years,White,50
England and Wales,Hindu,Female,58,Aged 58 years,Other ethnic group,250
England and Wales,Hindu,Female,59,Aged 59 years,Does not apply,0
England and Wales,Hindu,Female,59,Aged 59 years,"Asian, Asian British or Asian Welsh",4868
England and Wales,Hindu,Female,59,Aged 59 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Female,59,Aged 59 years,Mixed or Multiple ethnic groups,14
England and Wales,Hindu,Female,59,Aged 59 years,White,43
England and Wales,Hindu,Female,59,Aged 59 years,Other ethnic group,234
England and Wales,Hindu,Female,60,Aged 60 years,Does not apply,0
England and Wales,Hindu,Female,60,Aged 60 years,"Asian, Asian British or Asian Welsh",4798
England and Wales,Hindu,Female,60,Aged 60 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Female,60,Aged 60 years,Mixed or Multiple ethnic groups,12
England and Wales,Hindu,Female,60,Aged 60 years,White,34
England and Wales,Hindu,Female,60,Aged 60 years,Other ethnic group,233
England and Wales,Hindu,Female,61,Aged 61 years,Does not apply,0
England and Wales,Hindu,Female,61,Aged 61 years,"Asian, Asian British or Asian Welsh",4674
England and Wales,Hindu,Female,61,Aged 61 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Female,61,Aged 61 years,Mixed or Multiple ethnic groups,12
England and Wales,Hindu,Female,61,Aged 61 years,White,46
England and Wales,Hindu,Female,61,Aged 61 years,Other ethnic group,274
England and Wales,Hindu,Female,62,Aged 62 years,Does not apply,0
England and Wales,Hindu,Female,62,Aged 62 years,"Asian, Asian British or Asian Welsh",4591
England and Wales,Hindu,Female,62,Aged 62 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Female,62,Aged 62 years,Mixed or Multiple ethnic groups,10
England and Wales,Hindu,Female,62,Aged 62 years,White,38
England and Wales,Hindu,Female,62,Aged 62 years,Other ethnic group,202
England and Wales,Hindu,Female,63,Aged 63 years,Does not apply,0
England and Wales,Hindu,Female,63,Aged 63 years,"Asian, Asian British or Asian Welsh",4511
England and Wales,Hindu,Female,63,Aged 63 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Female,63,Aged 63 years,Mixed or Multiple ethnic groups,4
England and Wales,Hindu,Female,63,Aged 63 years,White,39
England and Wales,Hindu,Female,63,Aged 63 years,Other ethnic group,232
England and Wales,Hindu,Female,64,Aged 64 years,Does not apply,0
England and Wales,Hindu,Female,64,Aged 64 years,"Asian, Asian British or Asian Welsh",4485
England and Wales,Hindu,Female,64,Aged 64 years,"Black, Black British, Black Welsh, Caribbean or African",16
England and Wales,Hindu,Female,64,Aged 64 years,Mixed or Multiple ethnic groups,17
England and Wales,Hindu,Female,64,Aged 64 years,White,43
England and Wales,Hindu,Female,64,Aged 64 years,Other ethnic group,210
England and Wales,Hindu,Female,65,Aged 65 years,Does not apply,0
England and Wales,Hindu,Female,65,Aged 65 years,"Asian, Asian British or Asian Welsh",4228
England and Wales,Hindu,Female,65,Aged 65 years,"Black, Black British, Black Welsh, Caribbean or African",20
England and Wales,Hindu,Female,65,Aged 65 years,Mixed or Multiple ethnic groups,12
England and Wales,Hindu,Female,65,Aged 65 years,White,32
England and Wales,Hindu,Female,65,Aged 65 years,Other ethnic group,221
England and Wales,Hindu,Female,66,Aged 66 years,Does not apply,0
England and Wales,Hindu,Female,66,Aged 66 years,"Asian, Asian British or Asian Welsh",4182
England and Wales,Hindu,Female,66,Aged 66 years,"Black, Black British, Black Welsh, Caribbean or African",25
England and Wales,Hindu,Female,66,Aged 66 years,Mixed or Multiple ethnic groups,10
England and Wales,Hindu,Female,66,Aged 66 years,White,43
England and Wales,Hindu,Female,66,Aged 66 years,Other ethnic group,217
England and Wales,Hindu,Female,67,Aged 67 years,Does not apply,0
England and Wales,Hindu,Female,67,Aged 67 years,"Asian, Asian British or Asian Welsh",3992
England and Wales,Hindu,Female,67,Aged 67 years,"Black, Black British, Black Welsh, Caribbean or African",11
England and Wales,Hindu,Female,67,Aged 67 years,Mixed or Multiple ethnic groups,9
England and Wales,Hindu,Female,67,Aged 67 years,White,33
England and Wales,Hindu,Female,67,Aged 67 years,Other ethnic group,194
England and Wales,Hindu,Female,68,Aged 68 years,Does not apply,0
England and Wales,Hindu,Female,68,Aged 68 years,"Asian, Asian British or Asian Welsh",3621
England and Wales,Hindu,Female,68,Aged 68 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Female,68,Aged 68 years,Mixed or Multiple ethnic groups,8
England and Wales,Hindu,Female,68,Aged 68 years,White,39
England and Wales,Hindu,Female,68,Aged 68 years,Other ethnic group,221
England and Wales,Hindu,Female,69,Aged 69 years,Does not apply,0
England and Wales,Hindu,Female,69,Aged 69 years,"Asian, Asian British or Asian Welsh",3585
England and Wales,Hindu,Female,69,Aged 69 years,"Black, Black British, Black Welsh, Caribbean or African",19
England and Wales,Hindu,Female,69,Aged 69 years,Mixed or Multiple ethnic groups,6
England and Wales,Hindu,Female,69,Aged 69 years,White,31
England and Wales,Hindu,Female,69,Aged 69 years,Other ethnic group,186
England and Wales,Hindu,Female,70,Aged 70 years,Does not apply,0
England and Wales,Hindu,Female,70,Aged 70 years,"Asian, Asian British or Asian Welsh",3607
England and Wales,Hindu,Female,70,Aged 70 years,"Black, Black British, Black Welsh, Caribbean or African",23
England and Wales,Hindu,Female,70,Aged 70 years,Mixed or Multiple ethnic groups,8
England and Wales,Hindu,Female,70,Aged 70 years,White,41
England and Wales,Hindu,Female,70,Aged 70 years,Other ethnic group,217
England and Wales,Hindu,Female,71,Aged 71 years,Does not apply,0
England and Wales,Hindu,Female,71,Aged 71 years,"Asian, Asian British or Asian Welsh",3347
England and Wales,Hindu,Female,71,Aged 71 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Female,71,Aged 71 years,Mixed or Multiple ethnic groups,6
England and Wales,Hindu,Female,71,Aged 71 years,White,35
England and Wales,Hindu,Female,71,Aged 71 years,Other ethnic group,190
England and Wales,Hindu,Female,72,Aged 72 years,Does not apply,0
England and Wales,Hindu,Female,72,Aged 72 years,"Asian, Asian British or Asian Welsh",3068
England and Wales,Hindu,Female,72,Aged 72 years,"Black, Black British, Black Welsh, Caribbean or African",15
England and Wales,Hindu,Female,72,Aged 72 years,Mixed or Multiple ethnic groups,7
England and Wales,Hindu,Female,72,Aged 72 years,White,36
England and Wales,Hindu,Female,72,Aged 72 years,Other ethnic group,173
England and Wales,Hindu,Female,73,Aged 73 years,Does not apply,0
England and Wales,Hindu,Female,73,Aged 73 years,"Asian, Asian British or Asian Welsh",2874
England and Wales,Hindu,Female,73,Aged 73 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Female,73,Aged 73 years,Mixed or Multiple ethnic groups,9
England and Wales,Hindu,Female,73,Aged 73 years,White,31
England and Wales,Hindu,Female,73,Aged 73 years,Other ethnic group,153
England and Wales,Hindu,Female,74,Aged 74 years,Does not apply,0
England and Wales,Hindu,Female,74,Aged 74 years,"Asian, Asian British or Asian Welsh",2490
England and Wales,Hindu,Female,74,Aged 74 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Female,74,Aged 74 years,Mixed or Multiple ethnic groups,3
England and Wales,Hindu,Female,74,Aged 74 years,White,23
England and Wales,Hindu,Female,74,Aged 74 years,Other ethnic group,129
England and Wales,Hindu,Female,75,Aged 75 years,Does not apply,0
England and Wales,Hindu,Female,75,Aged 75 years,"Asian, Asian British or Asian Welsh",2177
England and Wales,Hindu,Female,75,Aged 75 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Hindu,Female,75,Aged 75 years,Mixed or Multiple ethnic groups,5
England and Wales,Hindu,Female,75,Aged 75 years,White,27
England and Wales,Hindu,Female,75,Aged 75 years,Other ethnic group,93
England and Wales,Hindu,Female,76,Aged 76 years,Does not apply,0
England and Wales,Hindu,Female,76,Aged 76 years,"Asian, Asian British or Asian Welsh",2026
England and Wales,Hindu,Female,76,Aged 76 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Female,76,Aged 76 years,Mixed or Multiple ethnic groups,5
England and Wales,Hindu,Female,76,Aged 76 years,White,34
England and Wales,Hindu,Female,76,Aged 76 years,Other ethnic group,85
England and Wales,Hindu,Female,77,Aged 77 years,Does not apply,0
England and Wales,Hindu,Female,77,Aged 77 years,"Asian, Asian British or Asian Welsh",1989
England and Wales,Hindu,Female,77,Aged 77 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Female,77,Aged 77 years,Mixed or Multiple ethnic groups,6
England and Wales,Hindu,Female,77,Aged 77 years,White,15
England and Wales,Hindu,Female,77,Aged 77 years,Other ethnic group,106
England and Wales,Hindu,Female,78,Aged 78 years,Does not apply,0
England and Wales,Hindu,Female,78,Aged 78 years,"Asian, Asian British or Asian Welsh",1929
England and Wales,Hindu,Female,78,Aged 78 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Female,78,Aged 78 years,Mixed or Multiple ethnic groups,3
England and Wales,Hindu,Female,78,Aged 78 years,White,19
England and Wales,Hindu,Female,78,Aged 78 years,Other ethnic group,83
England and Wales,Hindu,Female,79,Aged 79 years,Does not apply,0
England and Wales,Hindu,Female,79,Aged 79 years,"Asian, Asian British or Asian Welsh",1695
England and Wales,Hindu,Female,79,Aged 79 years,"Black, Black British, Black Welsh, Caribbean or African",11
England and Wales,Hindu,Female,79,Aged 79 years,Mixed or Multiple ethnic groups,3
England and Wales,Hindu,Female,79,Aged 79 years,White,22
England and Wales,Hindu,Female,79,Aged 79 years,Other ethnic group,83
England and Wales,Hindu,Female,80,Aged 80 years,Does not apply,0
England and Wales,Hindu,Female,80,Aged 80 years,"Asian, Asian British or Asian Welsh",1579
England and Wales,Hindu,Female,80,Aged 80 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Hindu,Female,80,Aged 80 years,Mixed or Multiple ethnic groups,6
England and Wales,Hindu,Female,80,Aged 80 years,White,13
England and Wales,Hindu,Female,80,Aged 80 years,Other ethnic group,62
England and Wales,Hindu,Female,81,Aged 81 years,Does not apply,0
England and Wales,Hindu,Female,81,Aged 81 years,"Asian, Asian British or Asian Welsh",1590
England and Wales,Hindu,Female,81,Aged 81 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Hindu,Female,81,Aged 81 years,Mixed or Multiple ethnic groups,6
England and Wales,Hindu,Female,81,Aged 81 years,White,18
England and Wales,Hindu,Female,81,Aged 81 years,Other ethnic group,57
England and Wales,Hindu,Female,82,Aged 82 years,Does not apply,0
England and Wales,Hindu,Female,82,Aged 82 years,"Asian, Asian British or Asian Welsh",1511
England and Wales,Hindu,Female,82,Aged 82 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Female,82,Aged 82 years,Mixed or Multiple ethnic groups,4
England and Wales,Hindu,Female,82,Aged 82 years,White,11
England and Wales,Hindu,Female,82,Aged 82 years,Other ethnic group,41
England and Wales,Hindu,Female,83,Aged 83 years,Does not apply,0
England and Wales,Hindu,Female,83,Aged 83 years,"Asian, Asian British or Asian Welsh",1311
England and Wales,Hindu,Female,83,Aged 83 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Female,83,Aged 83 years,Mixed or Multiple ethnic groups,1
England and Wales,Hindu,Female,83,Aged 83 years,White,3
England and Wales,Hindu,Female,83,Aged 83 years,Other ethnic group,37
England and Wales,Hindu,Female,84,Aged 84 years,Does not apply,0
England and Wales,Hindu,Female,84,Aged 84 years,"Asian, Asian British or Asian Welsh",1200
England and Wales,Hindu,Female,84,Aged 84 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Hindu,Female,84,Aged 84 years,Mixed or Multiple ethnic groups,1
England and Wales,Hindu,Female,84,Aged 84 years,White,11
England and Wales,Hindu,Female,84,Aged 84 years,Other ethnic group,53
England and Wales,Hindu,Female,85,Aged 85 years,Does not apply,0
England and Wales,Hindu,Female,85,Aged 85 years,"Asian, Asian British or Asian Welsh",1039
England and Wales,Hindu,Female,85,Aged 85 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Hindu,Female,85,Aged 85 years,Mixed or Multiple ethnic groups,2
England and Wales,Hindu,Female,85,Aged 85 years,White,7
England and Wales,Hindu,Female,85,Aged 85 years,Other ethnic group,35
England and Wales,Hindu,Female,86,Aged 86 years,Does not apply,0
England and Wales,Hindu,Female,86,Aged 86 years,"Asian, Asian British or Asian Welsh",880
England and Wales,Hindu,Female,86,Aged 86 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Hindu,Female,86,Aged 86 years,Mixed or Multiple ethnic groups,3
England and Wales,Hindu,Female,86,Aged 86 years,White,4
England and Wales,Hindu,Female,86,Aged 86 years,Other ethnic group,34
England and Wales,Hindu,Female,87,Aged 87 years,Does not apply,0
England and Wales,Hindu,Female,87,Aged 87 years,"Asian, Asian British or Asian Welsh",725
England and Wales,Hindu,Female,87,Aged 87 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Hindu,Female,87,Aged 87 years,Mixed or Multiple ethnic groups,2
England and Wales,Hindu,Female,87,Aged 87 years,White,12
England and Wales,Hindu,Female,87,Aged 87 years,Other ethnic group,43
England and Wales,Hindu,Female,88,Aged 88 years,Does not apply,0
England and Wales,Hindu,Female,88,Aged 88 years,"Asian, Asian British or Asian Welsh",635
England and Wales,Hindu,Female,88,Aged 88 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Hindu,Female,88,Aged 88 years,Mixed or Multiple ethnic groups,0
England and Wales,Hindu,Female,88,Aged 88 years,White,3
England and Wales,Hindu,Female,88,Aged 88 years,Other ethnic group,22
England and Wales,Hindu,Female,89,Aged 89 years,Does not apply,0
England and Wales,Hindu,Female,89,Aged 89 years,"Asian, Asian British or Asian Welsh",491
England and Wales,Hindu,Female,89,Aged 89 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Hindu,Female,89,Aged 89 years,Mixed or Multiple ethnic groups,0
England and Wales,Hindu,Female,89,Aged 89 years,White,9
England and Wales,Hindu,Female,89,Aged 89 years,Other ethnic group,21
England and Wales,Hindu,Female,90,Aged 90 years and over,Does not apply,0
England and Wales,Hindu,Female,90,Aged 90 years and over,"Asian, Asian British or Asian Welsh",1689
England and Wales,Hindu,Female,90,Aged 90 years and over,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Hindu,Female,90,Aged 90 years and over,Mixed or Multiple ethnic groups,1
England and Wales,Hindu,Female,90,Aged 90 years and over,White,14
England and Wales,Hindu,Female,90,Aged 90 years and over,Other ethnic group,48
England and Wales,Hindu,Male,0,Aged under 1 year,Does not apply,0
England and Wales,Hindu,Male,0,Aged under 1 year,"Asian, Asian British or Asian Welsh",5009
England and Wales,Hindu,Male,0,Aged under 1 year,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Hindu,Male,0,Aged under 1 year,Mixed or Multiple ethnic groups,233
England and Wales,Hindu,Male,0,Aged under 1 year,White,31
England and Wales,Hindu,Male,0,Aged under 1 year,Other ethnic group,199
England and Wales,Hindu,Male,1,Aged 1 year,Does not apply,0
England and Wales,Hindu,Male,1,Aged 1 year,"Asian, Asian British or Asian Welsh",5679
England and Wales,Hindu,Male,1,Aged 1 year,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Hindu,Male,1,Aged 1 year,Mixed or Multiple ethnic groups,268
England and Wales,Hindu,Male,1,Aged 1 year,White,27
England and Wales,Hindu,Male,1,Aged 1 year,Other ethnic group,227
England and Wales,Hindu,Male,2,Aged 2 years,Does not apply,0
England and Wales,Hindu,Male,2,Aged 2 years,"Asian, Asian British or Asian Welsh",5849
England and Wales,Hindu,Male,2,Aged 2 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Male,2,Aged 2 years,Mixed or Multiple ethnic groups,264
England and Wales,Hindu,Male,2,Aged 2 years,White,23
England and Wales,Hindu,Male,2,Aged 2 years,Other ethnic group,254
England and Wales,Hindu,Male,3,Aged 3 years,Does not apply,0
England and Wales,Hindu,Male,3,Aged 3 years,"Asian, Asian British or Asian Welsh",6321
England and Wales,Hindu,Male,3,Aged 3 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Hindu,Male,3,Aged 3 years,Mixed or Multiple ethnic groups,220
England and Wales,Hindu,Male,3,Aged 3 years,White,24
England and Wales,Hindu,Male,3,Aged 3 years,Other ethnic group,237
England and Wales,Hindu,Male,4,Aged 4 years,Does not apply,0
England and Wales,Hindu,Male,4,Aged 4 years,"Asian, Asian British or Asian Welsh",6607
England and Wales,Hindu,Male,4,Aged 4 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Hindu,Male,4,Aged 4 years,Mixed or Multiple ethnic groups,280
England and Wales,Hindu,Male,4,Aged 4 years,White,35
England and Wales,Hindu,Male,4,Aged 4 years,Other ethnic group,249
England and Wales,Hindu,Male,5,Aged 5 years,Does not apply,0
England and Wales,Hindu,Male,5,Aged 5 years,"Asian, Asian British or Asian Welsh",6776
England and Wales,Hindu,Male,5,Aged 5 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,5,Aged 5 years,Mixed or Multiple ethnic groups,247
England and Wales,Hindu,Male,5,Aged 5 years,White,26
England and Wales,Hindu,Male,5,Aged 5 years,Other ethnic group,305
England and Wales,Hindu,Male,6,Aged 6 years,Does not apply,0
England and Wales,Hindu,Male,6,Aged 6 years,"Asian, Asian British or Asian Welsh",6819
England and Wales,Hindu,Male,6,Aged 6 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Male,6,Aged 6 years,Mixed or Multiple ethnic groups,243
England and Wales,Hindu,Male,6,Aged 6 years,White,30
England and Wales,Hindu,Male,6,Aged 6 years,Other ethnic group,281
England and Wales,Hindu,Male,7,Aged 7 years,Does not apply,0
England and Wales,Hindu,Male,7,Aged 7 years,"Asian, Asian British or Asian Welsh",6601
England and Wales,Hindu,Male,7,Aged 7 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Male,7,Aged 7 years,Mixed or Multiple ethnic groups,248
England and Wales,Hindu,Male,7,Aged 7 years,White,24
England and Wales,Hindu,Male,7,Aged 7 years,Other ethnic group,296
England and Wales,Hindu,Male,8,Aged 8 years,Does not apply,0
England and Wales,Hindu,Male,8,Aged 8 years,"Asian, Asian British or Asian Welsh",6696
England and Wales,Hindu,Male,8,Aged 8 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,8,Aged 8 years,Mixed or Multiple ethnic groups,244
England and Wales,Hindu,Male,8,Aged 8 years,White,20
England and Wales,Hindu,Male,8,Aged 8 years,Other ethnic group,330
England and Wales,Hindu,Male,9,Aged 9 years,Does not apply,0
England and Wales,Hindu,Male,9,Aged 9 years,"Asian, Asian British or Asian Welsh",6738
England and Wales,Hindu,Male,9,Aged 9 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Male,9,Aged 9 years,Mixed or Multiple ethnic groups,235
England and Wales,Hindu,Male,9,Aged 9 years,White,28
England and Wales,Hindu,Male,9,Aged 9 years,Other ethnic group,318
England and Wales,Hindu,Male,10,Aged 10 years,Does not apply,0
England and Wales,Hindu,Male,10,Aged 10 years,"Asian, Asian British or Asian Welsh",6648
England and Wales,Hindu,Male,10,Aged 10 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,10,Aged 10 years,Mixed or Multiple ethnic groups,216
England and Wales,Hindu,Male,10,Aged 10 years,White,22
England and Wales,Hindu,Male,10,Aged 10 years,Other ethnic group,311
England and Wales,Hindu,Male,11,Aged 11 years,Does not apply,0
England and Wales,Hindu,Male,11,Aged 11 years,"Asian, Asian British or Asian Welsh",6119
England and Wales,Hindu,Male,11,Aged 11 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Male,11,Aged 11 years,Mixed or Multiple ethnic groups,192
England and Wales,Hindu,Male,11,Aged 11 years,White,17
England and Wales,Hindu,Male,11,Aged 11 years,Other ethnic group,311
England and Wales,Hindu,Male,12,Aged 12 years,Does not apply,0
England and Wales,Hindu,Male,12,Aged 12 years,"Asian, Asian British or Asian Welsh",5804
England and Wales,Hindu,Male,12,Aged 12 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,12,Aged 12 years,Mixed or Multiple ethnic groups,222
England and Wales,Hindu,Male,12,Aged 12 years,White,25
England and Wales,Hindu,Male,12,Aged 12 years,Other ethnic group,392
England and Wales,Hindu,Male,13,Aged 13 years,Does not apply,0
England and Wales,Hindu,Male,13,Aged 13 years,"Asian, Asian British or Asian Welsh",5903
England and Wales,Hindu,Male,13,Aged 13 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Male,13,Aged 13 years,Mixed or Multiple ethnic groups,153
England and Wales,Hindu,Male,13,Aged 13 years,White,19
England and Wales,Hindu,Male,13,Aged 13 years,Other ethnic group,305
England and Wales,Hindu,Male,14,Aged 14 years,Does not apply,0
England and Wales,Hindu,Male,14,Aged 14 years,"Asian, Asian British or Asian Welsh",5394
England and Wales,Hindu,Male,14,Aged 14 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,14,Aged 14 years,Mixed or Multiple ethnic groups,158
England and Wales,Hindu,Male,14,Aged 14 years,White,19
England and Wales,Hindu,Male,14,Aged 14 years,Other ethnic group,290
England and Wales,Hindu,Male,15,Aged 15 years,Does not apply,0
England and Wales,Hindu,Male,15,Aged 15 years,"Asian, Asian British or Asian Welsh",5137
England and Wales,Hindu,Male,15,Aged 15 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Hindu,Male,15,Aged 15 years,Mixed or Multiple ethnic groups,126
England and Wales,Hindu,Male,15,Aged 15 years,White,20
England and Wales,Hindu,Male,15,Aged 15 years,Other ethnic group,308
England and Wales,Hindu,Male,16,Aged 16 years,Does not apply,0
England and Wales,Hindu,Male,16,Aged 16 years,"Asian, Asian British or Asian Welsh",4986
England and Wales,Hindu,Male,16,Aged 16 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Hindu,Male,16,Aged 16 years,Mixed or Multiple ethnic groups,131
England and Wales,Hindu,Male,16,Aged 16 years,White,19
England and Wales,Hindu,Male,16,Aged 16 years,Other ethnic group,372
England and Wales,Hindu,Male,17,Aged 17 years,Does not apply,0
England and Wales,Hindu,Male,17,Aged 17 years,"Asian, Asian British or Asian Welsh",4632
England and Wales,Hindu,Male,17,Aged 17 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Hindu,Male,17,Aged 17 years,Mixed or Multiple ethnic groups,134
England and Wales,Hindu,Male,17,Aged 17 years,White,17
England and Wales,Hindu,Male,17,Aged 17 years,Other ethnic group,283
England and Wales,Hindu,Male,18,Aged 18 years,Does not apply,0
England and Wales,Hindu,Male,18,Aged 18 years,"Asian, Asian British or Asian Welsh",4580
England and Wales,Hindu,Male,18,Aged 18 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,18,Aged 18 years,Mixed or Multiple ethnic groups,82
England and Wales,Hindu,Male,18,Aged 18 years,White,13
England and Wales,Hindu,Male,18,Aged 18 years,Other ethnic group,281
England and Wales,Hindu,Male,19,Aged 19 years,Does not apply,0
England and Wales,Hindu,Male,19,Aged 19 years,"Asian, Asian British or Asian Welsh",4695
England and Wales,Hindu,Male,19,Aged 19 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,19,Aged 19 years,Mixed or Multiple ethnic groups,89
England and Wales,Hindu,Male,19,Aged 19 years,White,25
England and Wales,Hindu,Male,19,Aged 19 years,Other ethnic group,291
England and Wales,Hindu,Male,20,Aged 20 years,Does not apply,0
England and Wales,Hindu,Male,20,Aged 20 years,"Asian, Asian British or Asian Welsh",4769
England and Wales,Hindu,Male,20,Aged 20 years,"Black, Black British, Black Welsh, Caribbean or African",19
England and Wales,Hindu,Male,20,Aged 20 years,Mixed or Multiple ethnic groups,50
England and Wales,Hindu,Male,20,Aged 20 years,White,26
England and Wales,Hindu,Male,20,Aged 20 years,Other ethnic group,275
England and Wales,Hindu,Male,21,Aged 21 years,Does not apply,0
England and Wales,Hindu,Male,21,Aged 21 years,"Asian, Asian British or Asian Welsh",4946
England and Wales,Hindu,Male,21,Aged 21 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Hindu,Male,21,Aged 21 years,Mixed or Multiple ethnic groups,74
England and Wales,Hindu,Male,21,Aged 21 years,White,35
England and Wales,Hindu,Male,21,Aged 21 years,Other ethnic group,285
England and Wales,Hindu,Male,22,Aged 22 years,Does not apply,0
England and Wales,Hindu,Male,22,Aged 22 years,"Asian, Asian British or Asian Welsh",5792
England and Wales,Hindu,Male,22,Aged 22 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Male,22,Aged 22 years,Mixed or Multiple ethnic groups,58
England and Wales,Hindu,Male,22,Aged 22 years,White,40
England and Wales,Hindu,Male,22,Aged 22 years,Other ethnic group,242
England and Wales,Hindu,Male,23,Aged 23 years,Does not apply,0
England and Wales,Hindu,Male,23,Aged 23 years,"Asian, Asian British or Asian Welsh",6702
England and Wales,Hindu,Male,23,Aged 23 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Hindu,Male,23,Aged 23 years,Mixed or Multiple ethnic groups,60
England and Wales,Hindu,Male,23,Aged 23 years,White,39
England and Wales,Hindu,Male,23,Aged 23 years,Other ethnic group,253
England and Wales,Hindu,Male,24,Aged 24 years,Does not apply,0
England and Wales,Hindu,Male,24,Aged 24 years,"Asian, Asian British or Asian Welsh",6736
England and Wales,Hindu,Male,24,Aged 24 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,24,Aged 24 years,Mixed or Multiple ethnic groups,68
England and Wales,Hindu,Male,24,Aged 24 years,White,36
England and Wales,Hindu,Male,24,Aged 24 years,Other ethnic group,260
England and Wales,Hindu,Male,25,Aged 25 years,Does not apply,0
